empresa,cnpj,state,natureza_legal,quantidade_natureza_legal,total_capital,quantidade_socios
HIGH STEEL INDUSTRIA E COMERCIO LTDA,03830721,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
CAPRI SERVICOS LTDA,03830902,PA,Sociedade Empresária Limitada,14353,4.0E6,2
STUDIO 47 PRODUCOES TELEVISIVAS S/S LTDA,03830970,SP,Sociedade Simples Limitada,2029,4.0E6,2
PROMOVEL - TECNOLOGIA EM SEGURANCA DE VEICULOS LTDA.,03831631,SP,Sociedade Empresária Limitada,14353,4.0E6,2
EPICA COMERCIO ADMINISTRACAO E SERVICOS LTDA,03831756,RS,Sociedade Empresária Limitada,14353,4.0E6,2
HI-TECH EQUIMAP COMERCIO E MANUTENCAO DE EQUIPAMENTOS HIDRAULICOS LTDA,03831988,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
CEDULA INDUSTRIA E COMERCIO DE CONFECCOES LTDA,03832249,GO,Sociedade Empresária Limitada,14353,4.0E6,2
AUTO POSTO CHEFAO DE TAQUARIVAI LTDA,03832355,SP,Sociedade Empresária Limitada,14353,4.0E6,2
J OLIVEIRA SANTOS & CIA LTDA,03832419,BA,Sociedade Empresária Limitada,14353,4.0E6,2
FISIOTERAPIA MARTINS LTDA,03832630,MG,Sociedade Empresária Limitada,14353,4.0E6,2
VIANELLO EXPORTACAO E IMPORTACAO DE PRODUTOS ALIMENTICIOS E BEBIDAS EM GERAL LTDA,03832658,SP,Sociedade Empresária Limitada,14353,4.0E6,2
HIDROMIL COMERCIO E SERVICOS LTDA,03832815,MG,Sociedade Empresária Limitada,14353,4.0E6,2
L.A. COMERCIO E INSTALACOES DE AR CONDICIONADO LTDA,03832855,SP,Sociedade Empresária Limitada,14353,4.0E6,2
LU-CY 002 PENSAO MERCEARIA LTDA,03833253,RJ,Sociedade Empresária Limitada,14353,4.0E6,2
SERVICOS MEDICOS E DE ENFERMAGEM LTDA,03833385,MG,Sociedade Simples Limitada,2029,4.0E6,2
BEZERRIL IMOVEIS LTDA,03833482,PB,Sociedade Empresária Limitada,14353,4.0E6,2
PANIFICADORA CORREIA LTDA,03833528,PR,Sociedade Empresária Limitada,14353,4.0E6,2
MGM HOTEIS LTDA,03833599,MG,Sociedade Empresária Limitada,14353,4.0E6,2
DIESEL ELETRICO SERGINHO LTDA,03833745,SP,Sociedade Empresária Limitada,14353,4.0E6,2
ACOUGUE BOM JESUS DA LAPA LTDA,03834107,SP,Sociedade Empresária Limitada,14353,4.0E6,2
CRISTALPLAN CRISTALINA PLANEJAMENTOS TECNICOS E AMBIENTAIS LTDA,03834164,GO,Sociedade Empresária Limitada,14353,4.0E6,2
DANILO MENDES ROSA & CIA LTDA,03834232,SP,Sociedade Empresária Limitada,14353,4.0E6,2
ACADEMIA ATIVA LTDA,03834352,BA,Sociedade Empresária Limitada,14353,4.0E6,2
JOSELMA LIMA SILVA BRITO E CIA LTDA,03834773,PE,Sociedade Empresária Limitada,14353,4.0E6,2
COMERCIO DE CONFECCOES LINDY LTDA,03834806,BA,Sociedade Empresária Limitada,14353,4.0E6,2
COAPEX COMERCIO DE APARAS EM GERAL LTDA,03713436,SP,Sociedade Empresária Limitada,14353,4.0004E6,2
JOSE ALDROVANDO RODRIGUES - CONSULTORIA AUDITORIA E ADVOCACIA,03790972,RS,Sociedade Simples Pura,219,4.062E6,2
FRIGORIFICO SAO FRANCISCO LTDA,03788442,PR,Sociedade Empresária Limitada,14353,4.1E6,2
JOSE CLARI VEBER & CIA. LTDA,03757949,RS,Sociedade Empresária Limitada,14353,4.16E6,2
DALCMASTER COMERCIO DE PRODUTOS ALIMENTICIOS LTDA,03693342,SP,Sociedade Empresária Limitada,14353,4.2E6,2
HJ COMERCIO DE VESTUARIO E CALCADOS LTDA,03710261,MG,Sociedade Empresária Limitada,14353,4.2E6,2
METALURGICA ESPINDULA INOX LTDA,03720351,RS,Sociedade Empresária Limitada,14353,4.2E6,2
ESTETICA INTELIGENTE LTDA,03728427,RJ,Sociedade Empresária Limitada,14353,4.2E6,2
JHOS JACKSON PRODUCOES E EVENTOS,03734268,SP,Sociedade Empresária Limitada,14353,4.2E6,2
CMA COMANDOS MONTAGENS & AUTOMACAO LTDA,03735137,MG,Sociedade Empresária Limitada,14353,4.2E6,2
LIZAM PAPELARIA LTDA,03740544,SP,Sociedade Empresária Limitada,14353,4.2E6,2
B.O.S METAL LTDA,03755184,RS,Sociedade Empresária Limitada,14353,4.2E6,2
J.E. CONFECCOES LTDA,03759133,RS,Sociedade Empresária Limitada,14353,4.2E6,2
CENTRO DE FORMACAO DE CONDUTORES NOVA GUAXUPE LTDA,03764392,MG,Sociedade Empresária Limitada,14353,4.2E6,2
MORENA CLARA MODA INTIMA LTDA,03778901,PR,Sociedade Empresária Limitada,14353,4.2E6,2
PERSPECTIVA MAGAZINE EDITORA DE JORNAIS E REVISTAS LTDA,03799170,PE,Sociedade Empresária Limitada,14353,4.2E6,2
G3 LOTERIAS LTDA,03821787,BA,Sociedade Empresária Limitada,14353,4.2E6,2
FM SAO BENTO DE AMONTADA LTDA,03822200,CE,Sociedade Empresária Limitada,14353,4.2E6,2
NYLONSUL COMERCIO DE VESTUARIO E BAZAR LTDA,03827338,RS,Sociedade Empresária Limitada,14353,4.2E6,2
LINEU CEZARIO BLANCO & CIA LTDA,03817630,SP,Sociedade Empresária Limitada,14353,4.382E6,2
ENXOVAIS SOUZA LTDA,03704447,MG,Sociedade Empresária Limitada,14353,4.4E6,2
PLOTEXPRESS SERVICOS GRAFICOS LTDA,03705897,PR,Sociedade Empresária Limitada,14353,4.4E6,2
PIZZARIA DO GORDO LTDA,03709926,PR,Sociedade Empresária Limitada,14353,4.4E6,2
S. A. REPRESENTACOES LTDA,03717443,PI,Sociedade Empresária Limitada,14353,4.4E6,2
DROGARIA N N ATHAYDE LTDA,03738342,BA,Sociedade Empresária Limitada,14353,4.4E6,2
CENTRO DE FORMACAO DE CONDUTORES CARRAO LTDA,03752030,SP,Sociedade Empresária Limitada,14353,4.4E6,2
VINHAS TRANSPORTES LTDA,03760954,MG,Sociedade Empresária Limitada,14353,4.4E6,2
E H ADMINISTRACAO E PARTICIPACAO LTDA,03792062,SC,Sociedade Empresária Limitada,14353,4.4E6,2
SMFL - ATENDIMENTOS PSICOLOGICOS E CONSULTORIA EMPRESARIAL S/S LTDA,03793372,SP,Sociedade Simples Limitada,2029,4.4E6,2
EMILETEC LTDA,03817510,MG,Sociedade Simples Limitada,2029,4.4E6,2
COMERCIAL SUL LTDA,03817645,MG,Sociedade Empresária Limitada,14353,4.4E6,2
DIAGNOSTICO LABORATORIO DE ANALISES CLINICAS LTDA,03833052,MG,Sociedade Empresária Limitada,14353,4.4E6,2
CEMITERIO METROPOLITANO EMPREENDIMENTOS LTDA,03689121,SP,Sociedade Empresária Limitada,14353,4.6E6,2
ESCOLA DE EDUCACAO INFANTIL BRUXINHA FACEIRA LTDA,03716144,RS,Sociedade Simples Limitada,2029,4.6E6,2
PI LAR ENGENHARIA LTDA,03772095,SP,Sociedade Empresária Limitada,14353,4.6E6,2
CENTRO EDUCACIONAL JERUSALEM S/S LTDA,03782806,CE,Sociedade Simples Limitada,2029,4.6E6,2
BACK CARVAO E TRANSPORTES LTDA,03793879,SC,Sociedade Empresária Limitada,14353,4.6E6,2
REDE CIDADE CARINHO DE COMUNICACOES LTDA,03797135,MG,Sociedade Simples Limitada,2029,4.70024E6,2
GONCALO NUNO'S ENGENHARIA LTDA,03717101,SC,Sociedade Empresária Limitada,14353,4.7188E6,2
AQ'BRILHO PRODUTOS DE LIMPEZA LTDA,03689169,BA,Sociedade Empresária Limitada,14353,4.8E6,2
CLINICA DERMATOLOGICA DR. GUALTER STIVANELLO S/C LTDA,03697360,RJ,Sociedade Simples Limitada,2029,4.8E6,2
POSTO DA MATA COMERCIAL DE MANGUEIRAS LTDA,03699779,BA,Sociedade Empresária Limitada,14353,4.8E6,2
LINHA & CIA LTDA,03705062,MG,Sociedade Empresária Limitada,14353,4.8E6,2
LABORATORIO DE DIAGNOSTICO E PESQUISA UNIDADE A PELE LTDA,03722229,AL,Sociedade Empresária Limitada,14353,4.8E6,2
APGS CURSOS DE INFORMATICA LTDA,03724582,RJ,Sociedade Empresária Limitada,14353,4.8E6,2
GIACHETO & CIA LTDA,03752368,MT,Sociedade Empresária Limitada,14353,4.8E6,2
MARFLA' S CONFECCOES LTDA,03755627,MG,Sociedade Empresária Limitada,14353,4.8E6,2
PST - COMERCIO DE ACESSORIOS PARA SEGURANCA DO TRABALHO LTDA,03758280,SC,Sociedade Empresária Limitada,14353,4.8E6,2
FISIODONTO CLINICA DE FISIOTERAPIA E ODONTOLOGIA LTDA,03802371,PR,Sociedade Empresária Limitada,14353,4.8E6,2
HOSPITAL E MATERNIDADE MODELO LTDA,03810504,TO,Sociedade Empresária Limitada,14353,4.8E6,2
MERCADO CIRINO LTDA,03817104,SP,Sociedade Empresária Limitada,14353,4.8E6,2
ALFORRIA TRANSPORTE E TURISMO LTDA,03829742,MG,Sociedade Empresária Limitada,14353,4.8E6,2
COLEGIO RAFAEL BRITO LTDA,03723383,MG,Sociedade Simples Limitada,2029,4.816E6,2
MAP. COMERCIAL E REPRESENTACOES LTDA,03779895,MG,Sociedade Empresária Limitada,14353,4.896E6,2
BEBMEL COMERCIO DE BEBIDAS LTDA,03689753,SP,Sociedade Empresária Limitada,14353,5.0E6,2
SIGNUS TRANSPORTES LTDA,03692664,SC,Sociedade Empresária Limitada,14353,5.0E6,2
KATEM COMERCIO LTDA,03698414,MG,Sociedade Empresária Limitada,14353,5.0E6,2
ZARPE REPRESENTACOES LTDA,03699144,SC,Sociedade Empresária Limitada,14353,5.0E6,2
LLTUR TRANSPORTE E TURISMO LTDA,03702179,BA,Sociedade Empresária Limitada,14353,5.0E6,2
SKINAO MOTOS LTDA,03702672,SP,Sociedade Empresária Limitada,14353,5.0E6,2
LM PRODUCOES E EVENTOS LTDA,03704803,MG,Sociedade Empresária Limitada,14353,5.0E6,2
JN COMERCIO DE ALIMENTOS LTDA,03708063,MS,Sociedade Empresária Limitada,14353,5.0E6,2
CASA DA CONSTRUCAO DE LAVRAS LTDA,03708218,MG,Sociedade Empresária Limitada,14353,5.0E6,2
DISTRIBUIDORA DE VIDROS MONTEIRO LTDA,03708348,GO,Sociedade Empresária Limitada,14353,5.0E6,2
DISK ENTULHOS SAO CRISTOVAO LTDA,03709269,MG,Sociedade Empresária Limitada,14353,5.0E6,2
AGAPE COMERCIO DE EQUIPAMENTOS DE ESCRITORIO LTDA,03710291,BA,Sociedade Empresária Limitada,14353,5.0E6,2
PAZINI & MOREIRA TRANSPORTES E SERVICOS EMPRESA LTDA,03710338,SP,Sociedade Empresária Limitada,14353,5.0E6,2
COMERCIAL LUCAS LTDA,03711114,MG,Sociedade Empresária Limitada,14353,5.0E6,2
MAC CONSULTORIA CONTABIL LTDA,03712987,SP,Sociedade Empresária Limitada,14353,5.0E6,2
DIRECTA NET LTDA,03714480,MG,Sociedade Empresária Limitada,14353,5.0E6,2
A. L. RIGOZO & CIA LTDA,03716488,PR,Sociedade Empresária Limitada,14353,5.0E6,2
AGN ADMINISTRACAO E ASSESSORIA COMERCIAL LTDA.,03719590,SP,Sociedade Simples Limitada,2029,5.0E6,2
NEANDERTHAL ENTRETERIMENTO LTDA,03721372,SP,Sociedade Simples Limitada,2029,5.0E6,2
COMERCIO DE CALCADOS S S LTDA,03722477,GO,Sociedade Empresária Limitada,14353,5.0E6,2
M. E. VENTURELLI & CIA LTDA,03724596,BA,Sociedade Empresária Limitada,14353,5.0E6,2
EMPORIO FURUSATO LTDA,03724730,PR,Sociedade Empresária Limitada,14353,5.0E6,2
COMERCIO DE ALIMENTOS YEN WAH LTDA,03724811,SP,Sociedade Empresária Limitada,14353,5.0E6,2
DISTRIBUIDORA DE LIVROS ARTE E VIDA LTDA,03725562,BA,Sociedade Empresária Limitada,14353,5.0E6,2
PANIFICADORA MAIRA LTDA,03726827,CE,Sociedade Empresária Limitada,14353,5.0E6,2
TERRA DAS AGUAS DISTRIBUIDORA LTDA,03727291,MG,Sociedade Empresária Limitada,14353,5.0E6,2
TROPICALTUR HOTEIS VIAGENS E TURISMO LTDA,03727782,RN,Sociedade Empresária Limitada,14353,5.0E6,2
STUDIO FISIO LTDA,03728777,BA,Sociedade Empresária Limitada,14353,5.0E6,2
J M P LOBATO COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCOES LTDA,03729116,PA,Sociedade Empresária Limitada,14353,5.0E6,2
FERREIRA E FIGUEIREDO ASSESSORIA EMPRESARIAL LTDA,03730867,SP,Sociedade Simples Limitada,2029,5.0E6,2
ORIGINAL COSMETICOS LTDA,03730943,GO,Sociedade Empresária Limitada,14353,5.0E6,2
SMARTWAY INFORMATICA LTDA,03733366,SC,Sociedade Empresária Limitada,14353,5.0E6,2
MAGINOX EQUIPAMENTO INDUSTRIAL LTDA,03734657,SP,Sociedade Empresária Limitada,14353,5.0E6,2
THOMAS PRESTACAO DE SERVICOS LTDA,03736748,MG,Sociedade Empresária Limitada,14353,5.0E6,2
AGRO ARMAZEM RAMILDE BASSANI LTDA,03736991,PR,Sociedade Empresária Limitada,14353,5.0E6,2
CLINICA CLINITRAN LTDA,03737700,RJ,Sociedade Empresária Limitada,14353,5.0E6,2
CENTRO DE FORMACAO DE CONDUTORES DE LAMBARI LTDA,03738658,MG,Sociedade Empresária Limitada,14353,5.0E6,2
ATIVO - CURSOS E CONCURSOS LTDA,03741835,MT,Sociedade Empresária Limitada,14353,5.0E6,2
KIKO AUTOMOVEIS COMERCIAL LTDA,03743963,SP,Sociedade Empresária Limitada,14353,5.0E6,2
D & T DINIZ CARNES LTDA,03744072,SP,Sociedade Empresária Limitada,14353,5.0E6,2
SPOKER ESCAPAMENTOS LTDA,03744291,PR,Sociedade Empresária Limitada,14353,5.0E6,2
INDUSTRIA E COMERCIO DE TELAS PLANALTINA LTDA,03744579,RS,Sociedade Empresária Limitada,14353,5.0E6,2
TABERNACULO - PRESTADORA DE SERVICOS LTDA,03750047,MG,Sociedade Empresária Limitada,14353,5.0E6,2
FRISA EMPREENDIMENTOS LTDA,03751353,MG,Sociedade Empresária Limitada,14353,5.0E6,2
FARMACIA RESIELE LTDA,03752950,SC,Sociedade Empresária Limitada,14353,5.0E6,2
RANGEL REPRESENTACOES E TURISMO LTDA,03752977,BA,Sociedade Empresária Limitada,14353,5.0E6,2
LOCSAT COMERCIO REPRESENTACAO E PRESTACAO DE SERVICO LTDA,03753917,DF,Sociedade Empresária Limitada,14353,5.0E6,2
TRANSMELO TRANSPORTE E TURISMO LTDA,03754292,RN,Sociedade Empresária Limitada,14353,5.0E6,2
SOLUCAO-IMPLEMENTOS E SERVICOS LTDA,03754465,RJ,Sociedade Empresária Limitada,14353,5.0E6,2
CLINIFIT FISIOTERAPIA LTDA,03756767,SP,Sociedade Empresária Limitada,14353,5.0E6,2
NORTERAIMA COMERCIO E SERVICOS LTDA,03757173,RR,Sociedade Empresária Limitada,14353,5.0E6,2
PLANCON PLANEJAMENTO E DIGITACAO DE DADOS LTDA,03759499,BA,Sociedade Empresária Limitada,14353,5.0E6,2
ERIVELTON MANUTENCOES LTDA,03760504,MG,Sociedade Empresária Limitada,14353,5.0E6,2
CREMILY CENTRO DE ESTETICA LTDA,03762777,BA,Sociedade Empresária Limitada,14353,5.0E6,2
INDUMENZI CONFECCAO COMERCIAL DE MODA INTIMA LTDA,03763138,RJ,Sociedade Empresária Limitada,14353,5.0E6,2
LUIZ FELIPE CARDOSO & CIA LTDA,03763652,SP,Sociedade Empresária Limitada,14353,5.0E6,2
INTERCOUROS COMERCIO DE BOLSAS E ACESSORIOS LTDA,03765094,SP,Sociedade Empresária Limitada,14353,5.0E6,2
PERFUME & PRESENTE LTDA,03768262,PA,Sociedade Empresária Limitada,14353,5.0E6,2
NASCIMENTO & SILVA SERVICOS LTDA,03770991,PE,Sociedade Empresária Limitada,14353,5.0E6,2
PERFUMARIA SANTA RITA DE GUARULHOS LTDA,03771498,SP,Sociedade Empresária Limitada,14353,5.0E6,2
DROGARIA E PERFUMARIA ARICANDUVA LTDA,03773043,SP,Sociedade Empresária Limitada,14353,5.0E6,2
M. K. AUTO SERVICE LTDA,03773408,BA,Sociedade Empresária Limitada,14353,5.0E6,2
CAMPOS & FERNANDEZ LTDA,03776999,SP,Sociedade Empresária Limitada,14353,5.0E6,2
IMOBILIARIA SAO RAFAEL LTDA,03777541,RS,Sociedade Empresária Limitada,14353,5.0E6,2
PERFECT SERVICOS ADMINISTRATIVOS LTDA,03780523,SC,Sociedade Empresária Limitada,14353,5.0E6,2
BITENCOURT LOGISTICA E TRANSPORTES LTDA,03781114,SP,Sociedade Empresária Limitada,14353,5.0E6,2
CLINICA DE MAMA DE IPANEMA S/C. LTDA,03782439,RJ,Sociedade Simples Limitada,2029,5.0E6,2
SS ACABAMENTOS LTDA,03784285,MG,Sociedade Empresária Limitada,14353,5.0E6,2
GURUTIL GRAFICA E EDITORA LTDA,03784370,RJ,Sociedade Empresária Limitada,14353,5.0E6,2
ART & LAR ATIBAIA LTDA.,03787042,SP,Sociedade Empresária Limitada,14353,5.0E6,2
AEL COMERCIO E IMPORTACAO DE ELETRICOS LTDA,03787346,SP,Sociedade Empresária Limitada,14353,5.0E6,2
PRO-SOLUTA COMERCIO ECURSOS DE INFORMATICA LTDA,03789165,SP,Sociedade Empresária Limitada,14353,5.0E6,2
M. LIN REPRESENTACAO E COMERCIO LTDA,03791821,RJ,Sociedade Empresária Limitada,14353,5.0E6,2
ASCEND GLOBAL INDUSTRIA E COMERCIO LTDA,03792376,SP,Sociedade Empresária Limitada,14353,5.0E6,2
COMERCIAL FRANTEX UTILIDADES DOMESTICAS LTDA,03792783,SP,Sociedade Empresária Limitada,14353,5.0E6,2
NANA COLCHOES LTDA,03794325,PR,Sociedade Empresária Limitada,14353,5.0E6,2
MERCADO PICHINELI LTDA,03794785,SP,Sociedade Empresária Limitada,14353,5.0E6,2
NUNES COMERCIO DE ANTENAS LTDA,03795088,BA,Sociedade Empresária Limitada,14353,5.0E6,2
STAR MANIA FOTO FILME LTDA,03797680,CE,Sociedade Empresária Limitada,14353,5.0E6,2
CLO PAPEIS PRODUTOS E EVENTOS ESPECIAIS LTDA,03799730,GO,Sociedade Empresária Limitada,14353,5.0E6,2
G. DA SILVA MACHADO & CIA LTDA,03803365,MT,Sociedade Empresária Limitada,14353,5.0E6,2
STARLIGHT ILUMINACAO LTDA,03803843,CE,Sociedade Empresária Limitada,14353,5.0E6,2
TRIGALL ESPETARIA E PIZZA LTDA,03803856,CE,Sociedade Empresária Limitada,14353,5.0E6,2
GRANTS REPRESENTACOES LTDA,03805472,GO,Sociedade Empresária Limitada,14353,5.0E6,2
D'OVIDIO COMERCIAL LTDA,03805662,PR,Sociedade Empresária Limitada,14353,5.0E6,2
C. H. DRUDE SOUZA RACOES LTDA,03806419,SP,Sociedade Empresária Limitada,14353,5.0E6,2
VAREJAO MAGAZINE 2000 LTDA,03807183,MG,Sociedade Empresária Limitada,14353,5.0E6,2
BKCE COPIAS E ENCADERNACAO LTDA,03809132,SP,Sociedade Empresária Limitada,14353,5.0E6,2
FITAS REAL BRASIL EMBALAGEM LTDA,03810597,SP,Sociedade Empresária Limitada,14353,5.0E6,2
ANDREMAR COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS LTDA,03811343,BA,Sociedade Empresária Limitada,14353,5.0E6,2
UROMED TRATAMENTO ESPECIALIZADO E CIRURGIA EM UROLOGIA LTDA,03813394,MG,Sociedade Simples Limitada,2029,5.0E6,2
D R OLIVEIRA PIMENTEL LTDA,03813889,AP,Sociedade Empresária Limitada,14353,5.0E6,2
RESTAURANTE LE GRILL LTDA,03818910,PR,Sociedade Empresária Limitada,14353,5.0E6,2
DUE AMICI COMERCIO DE ALIMENTOS LTDA,03819870,SP,Sociedade Empresária Limitada,14353,5.0E6,2
VIEIRA DE FARIA & ADVOGADOS ASSOCIADOS S/C,03820736,MS,Sociedade Simples Limitada,2029,5.0E6,2
O.CAMARA E MARION LTDA,03821290,PR,Sociedade Empresária Limitada,14353,5.0E6,2
DROGARIA E PERFUMARIA RYDE LTDA,03821423,MG,Sociedade Empresária Limitada,14353,5.0E6,2
VIRTUAL TECHNOLOGY LTDA,03824625,MG,Sociedade Empresária Limitada,14353,5.0E6,2
R BANDEIRANTES DISTRIBUIDORA DE PUBLICACOES LTDA,03825292,RJ,Sociedade Empresária Limitada,14353,5.0E6,2
ACS PLASTIC INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTDA,03825859,SP,Sociedade Empresária Limitada,14353,5.0E6,2
LANCHONETE D PAULA LTDA,03825891,PR,Sociedade Empresária Limitada,14353,5.0E6,2
RIOINFOS REPRESENTACAO COMERCIO E SERVICOS LTDA,03829110,RJ,Sociedade Empresária Limitada,14353,5.0E6,2
B & L INFORMACOES CADASTRAIS LTDA,03829281,SP,Sociedade Empresária Limitada,14353,5.0E6,2
DROGARIA NOLLF LTDA,03829968,DF,Sociedade Empresária Limitada,14353,5.0E6,2
LATICINIO FERNANDES LTDA,03830229,MG,Sociedade Empresária Limitada,14353,5.0E6,2
ALES IDIOMAS LTDA,03833236,PR,Sociedade Simples Limitada,2029,5.0E6,2
CARPENEDO SOM E MODELISMO LTDA,03834275,RS,Sociedade Empresária Limitada,14353,5.0E6,2
PERFIL GRAFICA LTDA,03834453,SP,Sociedade Empresária Limitada,14353,5.0E6,2
MOVEIS E TAPECARIA FANAN LTDA,03834662,SP,Sociedade Empresária Limitada,14353,5.0E6,2
V. W. COMERCIO DE VARIEDADES LTDA,03691173,GO,Sociedade Empresária Limitada,14353,5.2E6,2
C.L.FERREIRA DE SOUZA & CIA LTDA,03710757,PR,Sociedade Empresária Limitada,14353,5.2E6,2
SUPORTE - ACADEMIA DE GINASTICA LTDA,03710881,PR,Sociedade Empresária Limitada,14353,5.2E6,2
OSMOSE REVERSE DESALINIZADORES LTDA,03726103,BA,Sociedade Empresária Limitada,14353,5.2E6,2
FERREIRA DOS REIS & SILVA LTDA,03736199,MT,Sociedade Empresária Limitada,14353,5.2E6,2
MAQTOTAL LIMITADA,03752263,MG,Sociedade Empresária Limitada,14353,5.2E6,2
EUSAMAR FERREIRA PARENTE & CIA LTDA,03764624,PA,Sociedade Empresária Limitada,14353,5.2E6,2
CARVEL VEICULOS LTDA,03772550,MG,Sociedade Empresária Limitada,14353,5.2E6,2
RW EVENTOS LTDA,03775763,RJ,Sociedade Simples Limitada,2029,5.2E6,2
MEDCLINICA ABREU & ABREU LTDA,03811240,PR,Sociedade Empresária Limitada,14353,5.2E6,2
V S ELETRO-MOVEIS LTDA,03813043,PE,Sociedade Empresária Limitada,14353,5.2E6,2
IPCOR INSTITUTO DE PESQUISA CARDIOLOGICA LTDA,03820950,RJ,Sociedade Simples Limitada,2029,5.2E6,2
PRECISAO RADIOLOGIA E ODONTOLOGIA LTDA,03741834,SC,Sociedade Empresária Limitada,14353,5.27E6,2
INDUSTRIA E COMERCIO DE PLASTICOS JULIETA LTDA,03808663,RS,Sociedade Empresária Limitada,14353,5.3E6,2
VIANNA FOTO E VIDEO PRODUCOES LTDA,03728550,SP,Sociedade Empresária Limitada,14353,5.4E6,2
BITUS RESTAURANTES LTDA,03752114,MG,Sociedade Empresária Limitada,14353,5.4E6,2
AUTOCOM3 TECNOLOGIA E SOFTWARES LTDA,03798829,RJ,Sociedade Empresária Limitada,14353,5.5E6,2
PORTELLA SERVICOS ADMINISTRATIVOS LTDA,03686590,RS,Sociedade Empresária Limitada,14353,5.6E6,2
LABORATORIO PRO SAUDE LTDA,03796218,MG,Sociedade Empresária Limitada,14353,5.6E6,2
COMERCIAL SEGANTINI & REZENDE LTDA,03814402,MG,Sociedade Empresária Limitada,14353,5.6E6,2
COOPERATIVA EDUCACIONAL DE ANANINDEUA,03706232,PA,Cooperativa,114.951974934511274333555909,5.76E6,2
CCL MOVEIS SOB MEDIDA E TRANSPORTES LTDA,03764155,PR,Sociedade Empresária Limitada,14353,5.8E6,2
AUTONIL COMERCIO DE VEICULOS LTDA,03684049,PR,Sociedade Empresária Limitada,14353,6.0E6,2
PRESTSERVICE COMERCIO E PRESTACAO DE SERVICOS LTDA,03684333,SP,Sociedade Empresária Limitada,14353,6.0E6,2
MANTOANELLI & VELLONE LOCACAO DE VEICULOS LTDA,03684379,SP,Sociedade Empresária Limitada,14353,6.0E6,2
W. R. FILHO & CIA LTDA,03684425,GO,Sociedade Empresária Limitada,14353,6.0E6,2
CONSULTORIO OTOFISIO LTDA,03684597,PI,Sociedade Empresária Limitada,14353,6.0E6,2
AUTOMACAO ANALITICA COMERCIAL E SERVICOS LTDA,03685791,SP,Sociedade Empresária Limitada,14353,6.0E6,2
SANMAR COMERCIO DE JOIAS LTDA,03686176,SP,Sociedade Empresária Limitada,14353,6.0E6,2
EMPRESA DE EDITORACAO DE JORNAIS E REVISTAS LTDA,03686368,BA,Sociedade Empresária Limitada,14353,6.0E6,2
J R J PRODUTORA DE VIDEO LTDA,03686380,MG,Sociedade Empresária Limitada,14353,6.0E6,2
PAO MARIA VIP LTDA,03686605,MG,Sociedade Empresária Limitada,14353,6.0E6,2
LIVI-COMERCIO DE MOVEIS LTDA,03686705,PR,Sociedade Empresária Limitada,14353,6.0E6,2
ZATTA TRANSPORTES LTDA,03687204,BA,Sociedade Empresária Limitada,14353,6.0E6,2
PRS FACTORING E FOMENTO LTDA,03687467,SP,Sociedade Empresária Limitada,14353,6.0E6,2
MCX GESTORA DE ATIVOS E FACTORING LTDA.,03687616,SP,Sociedade Empresária Limitada,14353,6.0E6,2
RIO BUSINESS EMPREENDIMENTOS E PARTICIPACOES LTDA,03687666,RJ,Sociedade Simples Limitada,2029,6.0E6,2
TAVARES & SIMAO NEGOCIOS IMOBILIARIOS LTDA,03687768,SP,Sociedade Empresária Limitada,14353,6.0E6,2
POUSADA MAROMBA HOSTEL LTDA,03687971,RJ,Sociedade Empresária Limitada,14353,6.0E6,2
V.O. BATISTA VENDAS LTDA,03688072,PR,Sociedade Empresária Limitada,14353,6.0E6,2
CONSTRUTORA LEAL E BERNARDES LTDA,03688129,MG,Sociedade Empresária Limitada,14353,6.0E6,2
CAPRICCIO CONVENIENCIAS LTDA,03688194,SP,Sociedade Empresária Limitada,14353,6.0E6,2
TELECOM CORDEIROPOLIS LTDA,03688533,SP,Sociedade Empresária Limitada,14353,6.0E6,2
J & J COMERCIAL LTDA,03688849,MG,Sociedade Empresária Limitada,14353,6.0E6,2
TROPICAL CONTABILIDADE LTDA,03689044,PR,Sociedade Empresária Limitada,14353,6.0E6,2
NOVA ART LUMINOSOS LTDA,03689073,MG,Sociedade Empresária Limitada,14353,6.0E6,2
DISTRIBUIDORA DE ALIMENTOS ALVES DE PAULA LTDA,03689143,SP,Sociedade Empresária Limitada,14353,6.0E6,2
A.C.L. - ANALISES CLINICO-LABORATORIAIS LTDA,03689615,PE,Sociedade Empresária Limitada,14353,6.0E6,2
RAJO TELECOM LTDA,03690593,SP,Sociedade Empresária Limitada,14353,6.0E6,2
KOEPP MOTOS LTDA,03690869,SC,Sociedade Empresária Limitada,14353,6.0E6,2
QUENELLE SERVICOS DE BUFFET E COMERCIO DE ALIMENTOS LTDA,03691221,RJ,Sociedade Empresária Limitada,14353,6.0E6,2
ENGEKIT SOLUCOES INTEGRADAS LTDA,03691840,MG,Sociedade Empresária Limitada,14353,6.0E6,2
PRUDENDIESEL BOMBAS INJETORAS LTDA,03692103,MS,Sociedade Empresária Limitada,14353,6.0E6,2
SHOP MODA FASHION LTDA.,03692375,SP,Sociedade Empresária Limitada,14353,6.0E6,2
